,3_text.txt
kejeriwal,-5.3284583850430894e-06
kejiriwal,-5.3284583850430894e-06
kejirval,-2.6642291925215447e-06
kejiye,-2.6642291925215447e-06
kejjri,-2.6642291925215447e-06
kejri,-6.127727142799553e-05
kejribaba,-5.3284583850430894e-06
kejribal,-7.992687577564635e-06
kejriiiiiiiiiiiii,-2.6642291925215447e-06
kejris,-2.6642291925215447e-06
kejrival,-2.3978062732693904e-05
kejriwaaaaal,-2.6642291925215447e-06
kejriwaal,-1.8649604347650815e-05
kejriwal,-0.0004902181714239643
kejriwala,-7.992687577564635e-06
kejriwalchecksin,-2.6642291925215447e-06
kejriwalji,-5.3284583850430894e-06
kejriwall,-2.6642291925215447e-06
kejriwalontvf,-5.3284583850430894e-06
kejriwals,-2.6642291925215447e-06
kejru,-5.3284583850430894e-06
keju,-2.6642291925215447e-06
kel,-2.6642291925215447e-06
keliye,-1.0656916770086179e-05
kelly,-1.3321145962607725e-05
kelogo,-2.6642291925215447e-06
keloids,-2.6642291925215447e-06
kels,-2.6642291925215447e-06
kelsey,-2.6642291925215447e-06
kena,-7.992687577564635e-06
kendall,-2.6642291925215447e-06
kendrick,-4.795612546538781e-05
kendricks,-2.6642291925215447e-06
kendriya,-5.3284583850430894e-06
keni,-2.6642291925215447e-06
kenneth,-2.6642291925215447e-06
kenny,-2.6642291925215447e-06
kent,-2.6642291925215447e-06
kentucky,-3.463497950278008e-05
kept,-1.8649604347650815e-05
ker,-7.19341881980817e-05
kera,-2.6642291925215447e-06
keral,-5.3284583850430894e-06
keran,-2.6642291925215447e-06
kerdi,-2.6642291925215447e-06
kerdo,-2.6642291925215447e-06
kere,-2.6642291925215447e-06
kerega,-2.6642291925215447e-06
kerenge,-2.6642291925215447e-06
kerle,-2.6642291925215447e-06
kerna,-2.6642291925215447e-06
kerne,-2.1313833540172358e-05
kero,-5.3284583850430894e-06
kerri,-2.6642291925215447e-06
kersekte,-2.6642291925215447e-06
kershaw,-2.6642291925215447e-06
kerta,-5.3284583850430894e-06
kerte,-1.598537515512927e-05
kertey,-2.6642291925215447e-06
kervaoga,-2.6642291925215447e-06
kes,-2.6642291925215447e-06
kesa,-7.992687577564635e-06
kesahe,-2.6642291925215447e-06
kese,-0.0001012407093158187
kesehe,-2.6642291925215447e-06
kesey,-2.6642291925215447e-06
keshe,-2.6642291925215447e-06
kesi,-2.1313833540172358e-05
kesriwal,-2.6642291925215447e-06
kesy,-2.6642291925215447e-06
keta,-2.6642291925215447e-06
ketna,-2.6642291925215447e-06
ketu,-2.6642291925215447e-06
keval,-2.6642291925215447e-06
kevin,-1.598537515512927e-05
kewal,-2.9306521117736996e-05
key,-4.2627667080344715e-05
keya,-1.8649604347650815e-05
kfc,-7.992687577564635e-06
kfi,-2.6642291925215447e-06
kfsofwpxsb,-2.6642291925215447e-06
kg,-1.0656916770086179e-05
kgb,-2.6642291925215447e-06
kgs,-2.6642291925215447e-06
kh,-5.3284583850430894e-06
kha,-0.0003543424826053655
khaa,-5.3284583850430894e-06
khaaa,-2.6642291925215447e-06
khaaan,-2.6642291925215447e-06
khaade,-2.6642291925215447e-06
khaak,-7.992687577564635e-06
khaali,-5.3284583850430894e-06
khaana,-1.3321145962607725e-05
khaandaan,-2.6642291925215447e-06
khaane,-1.598537515512927e-05
khaansadd,-2.6642291925215447e-06
khaao,-1.3321145962607725e-05
khaas,-5.3284583850430894e-06
khaate,-5.3284583850430894e-06
khaatir,-2.6642291925215447e-06
khaaye,-2.6642291925215447e-06
khabar,-2.3978062732693904e-05
khabarchi,-2.6642291925215447e-06
khabardar,-2.6642291925215447e-06
khabaro,-2.6642291925215447e-06
khabbis,-2.6642291925215447e-06
khabees,-2.6642291925215447e-06
khabi,-2.6642291925215447e-06
khabis,-2.6642291925215447e-06
khabr,-5.3284583850430894e-06
khabre,-2.6642291925215447e-06
khache,-2.6642291925215447e-06
khachhar,-2.6642291925215447e-06
khachua,-2.6642291925215447e-06
khada,-5.594881304295244e-05
khade,-4.795612546538781e-05
khader,-1.0656916770086179e-05
khadi,-3.463497950278008e-05
khadus,-5.3284583850430894e-06
khaenge,-2.6642291925215447e-06
khafi,-2.6642291925215447e-06
khai,-7.992687577564635e-06
khair,-1.3321145962607725e-05
khairaat,-2.6642291925215447e-06
khairnah,-2.6642291925215447e-06
khajal,-2.6642291925215447e-06
khajoor,-2.6642291925215447e-06
khak,-7.992687577564635e-06
khakar,-2.6642291925215447e-06
khake,-5.3284583850430894e-06
khalana,-2.6642291925215447e-06
khale,-7.992687577564635e-06
khali,-2.664229192521545e-05
khalifa,-2.6642291925215447e-06
khalistani,-2.6642291925215447e-06
khalunga,-2.6642291925215447e-06
khamiyaaza,-2.6642291925215447e-06
khamosh,-2.6642291925215447e-06
khamoshiya,-2.6642291925215447e-06
khan,-0.000708684965210731
khana,-0.00011989031366346951
khanani,-2.6642291925215447e-06
khandan,-2.6642291925215447e-06
khane,-0.00010390493850834026
khangar,-2.6642291925215447e-06
khangressi,-2.6642291925215447e-06
khanhum,-2.6642291925215447e-06
khani,-1.3321145962607725e-05
khanna,-5.3284583850430894e-06
khano,-5.3284583850430894e-06
khans,-2.6642291925215447e-06
khansi,-2.6642291925215447e-06
khao,-2.6642291925215447e-06
khaoge,-5.3284583850430894e-06
khara,-2.6642291925215447e-06
kharaab,-7.992687577564635e-06
kharab,-0.00012788300124103415
kharap,-7.992687577564635e-06
kharb,-2.6642291925215447e-06
kharch,-1.3321145962607725e-05
kharcha,-7.992687577564635e-06
kharche,-2.6642291925215447e-06
khare,-2.6642291925215447e-06
khareed,-1.598537515512927e-05
khareeda,-2.6642291925215447e-06
khareede,-2.6642291925215447e-06
khareedna,-2.6642291925215447e-06
khari,-2.6642291925215447e-06
kharid,-2.664229192521545e-05
kharidane,-2.6642291925215447e-06
kharide,-2.6642291925215447e-06
kharidle,-2.6642291925215447e-06
kharidna,-7.992687577564635e-06
kharidne,-7.992687577564635e-06
kharidte,-7.992687577564635e-06
khas,-2.9306521117736996e-05
khasa,-5.3284583850430894e-06
khase,-2.6642291925215447e-06
khash,-5.3284583850430894e-06
khasit,-2.6642291925215447e-06
khasne,-2.6642291925215447e-06
khasta,-2.6642291925215447e-06
khastour,-2.6642291925215447e-06
khata,-2.3978062732693904e-05
khatam,-9.857648012329716e-05
khatarnak,-2.6642291925215447e-06
khate,-3.197075031025854e-05
khati,-1.3321145962607725e-05
khatir,-5.3284583850430894e-06
khatm,-3.197075031025854e-05
khatma,-2.6642291925215447e-06
khatre,-2.6642291925215447e-06
khatrey,-2.6642291925215447e-06
khatte,-2.6642291925215447e-06
khatu,-7.992687577564635e-06
khau,-2.6642291925215447e-06
khaunga,-7.992687577564635e-06
khawab,-2.6642291925215447e-06
khawaish,-2.6642291925215447e-06
khawb,-2.6642291925215447e-06
khaya,-3.197075031025854e-05
khayal,-2.1313833540172358e-05
khayalon,-2.6642291925215447e-06
khaye,-5.3284583850430894e-06
khayega,-1.3321145962607725e-05
khayenge,-5.3284583850430894e-06
khayi,-1.8649604347650815e-05
khayiye,-2.6642291925215447e-06
khbi,-5.3284583850430894e-06
khbis,-2.6642291925215447e-06
khd,-5.3284583850430894e-06
khda,-2.6642291925215447e-06
khde,-5.3284583850430894e-06
khdi,-2.6642291925215447e-06
khe,-1.8649604347650815e-05
kheech,-2.6642291925215447e-06
kheer,-7.992687577564635e-06
khejriwal,-2.6642291925215447e-06
khel,-0.00011189762608590488
khela,-2.1313833540172358e-05
khelao,-2.6642291925215447e-06
khelaounga,-2.6642291925215447e-06
khele,-7.992687577564635e-06
khelega,-5.3284583850430894e-06
khelein,-2.6642291925215447e-06
khelenge,-7.992687577564635e-06
kheli,-2.6642291925215447e-06
khelke,-2.6642291925215447e-06
khelna,-2.6642291925215447e-06
khelne,-5.062035465790935e-05
khelo,-1.8649604347650815e-05
khelodumlagake,-2.6642291925215447e-06
kheloon,-2.6642291925215447e-06
khelta,-1.3321145962607725e-05
khelte,-2.664229192521545e-05
kheltey,-2.6642291925215447e-06
khelti,-7.992687577564635e-06
khelunga,-5.3284583850430894e-06
kher,-5.3284583850430894e-06
khera,-2.6642291925215447e-06
khet,-2.6642291925215447e-06
kheta,-2.6642291925215447e-06
khetan,-2.6642291925215447e-06
khete,-2.6642291925215447e-06
kheti,-5.3284583850430894e-06
khhush,-2.6642291925215447e-06
khi,-2.9306521117736996e-05
khich,-1.0656916770086179e-05
khichega,-2.6642291925215447e-06
khichne,-2.6642291925215447e-06
khichripur,-2.6642291925215447e-06
khichwayi,-2.6642291925215447e-06
khiiiii,-5.3284583850430894e-06
khiiiiii,-2.6642291925215447e-06
khila,-1.0656916770086179e-05
khilaaf,-7.992687577564635e-06
khilaane,-2.6642291925215447e-06
khiladhi,-2.6642291925215447e-06
khiladi,-5.3284583850430894e-06
khiladio,-2.6642291925215447e-06
khiladiyo,-5.3284583850430894e-06
khilado,-2.6642291925215447e-06
khilaf,-2.3978062732693904e-05
khilane,-2.6642291925215447e-06
khilao,-2.6642291925215447e-06
khilari,-2.6642291925215447e-06
khilati,-2.6642291925215447e-06
khilaunga,-2.6642291925215447e-06
khilaya,-2.6642291925215447e-06
khilaye,-2.6642291925215447e-06
khilayeega,-2.6642291925215447e-06
khilta,-2.6642291925215447e-06
khilvad,-2.6642291925215447e-06
khilwaad,-2.6642291925215447e-06
khilwad,-2.6642291925215447e-06
khilya,-2.6642291925215447e-06
khin,-2.6642291925215447e-06
khinch,-2.6642291925215447e-06
khinchwane,-2.6642291925215447e-06
khirad,-2.6642291925215447e-06
khisak,-2.6642291925215447e-06
khismat,-2.6642291925215447e-06
khli,-2.6642291925215447e-06
khn,-2.6642291925215447e-06
khna,-5.3284583850430894e-06
khnan,-2.6642291925215447e-06
khne,-2.6642291925215447e-06
kho,-3.729920869530163e-05
khobiyo,-2.6642291925215447e-06
khobsurat,-2.6642291925215447e-06
khod,-5.3284583850430894e-06
khoda,-5.3284583850430894e-06
khoilunga,-2.6642291925215447e-06
khoish,-2.6642291925215447e-06
khoj,-7.992687577564635e-06
khokhli,-5.3284583850430894e-06
khokla,-5.3284583850430894e-06
khol,-3.197075031025854e-05
khola,-5.3284583850430894e-06
khole,-2.6642291925215447e-06
kholenge,-2.6642291925215447e-06
kholi,-1.0656916770086179e-05
kholia,-2.6642291925215447e-06
kholke,-2.6642291925215447e-06
kholkr,-7.992687577564635e-06
kholna,-2.6642291925215447e-06
kholne,-1.0656916770086179e-05
kholo,-7.992687577564635e-06
kholta,-2.6642291925215447e-06
kholte,-2.6642291925215447e-06
kholti,-2.6642291925215447e-06
kholunga,-1.598537515512927e-05
khona,-5.3284583850430894e-06
khone,-2.6642291925215447e-06
khoob,-7.992687577564635e-06
khoobsurat,-2.6642291925215447e-06
khoobsurati,-2.6642291925215447e-06
khoon,-1.0656916770086179e-05
khor,-7.992687577564635e-06
khosies,-2.6642291925215447e-06
khot,-2.6642291925215447e-06
khoti,-2.6642291925215447e-06
khoya,-1.598537515512927e-05
khra,-2.6642291925215447e-06
khraab,-2.6642291925215447e-06
khrab,-2.1313833540172358e-05
khrb,-2.6642291925215447e-06
khrbo,-2.6642291925215447e-06
khre,-2.6642291925215447e-06
khridi,-2.6642291925215447e-06
khrl,-2.6642291925215447e-06
khta,-5.3284583850430894e-06
khtam,-5.3284583850430894e-06
khtarnak,-2.6642291925215447e-06
khte,-1.3321145962607725e-05
khtey,-2.6642291925215447e-06
khti,-5.3284583850430894e-06
khtm,-2.3978062732693904e-05
khu,-1.0656916770086179e-05
khuais,-2.6642291925215447e-06
khub,-3.729920869530163e-05
khubb,-2.6642291925215447e-06
khubshurat,-2.6642291925215447e-06
khubsurt,-5.3284583850430894e-06
khubsurti,-5.3284583850430894e-06
khuc,-2.6642291925215447e-06
khuch,-7.992687577564635e-06
khud,-0.0002797440652147622
khuda,-7.19341881980817e-05
khudai,-2.6642291925215447e-06
khudke,-2.6642291925215447e-06
khudkhusi,-2.6642291925215447e-06
khudki,-5.3284583850430894e-06
khudko,-2.6642291925215447e-06
khujaliwal,-2.6642291925215447e-06
khujli,-5.3284583850430894e-06
khujlival,-2.6642291925215447e-06
khujliwaal,-2.6642291925215447e-06
khujliwal,-7.992687577564635e-06
khujliwala,-5.3284583850430894e-06
khujliwale,-2.6642291925215447e-06
khul,-1.8649604347650815e-05
khula,-2.6642291925215447e-06
khulasa,-5.3284583850430894e-06
khule,-1.3321145962607725e-05
khuli,-1.0656916770086179e-05
khulna,-7.992687577564635e-06
khulta,-2.6642291925215447e-06
khumari,-2.6642291925215447e-06
khun,-2.6642291925215447e-06
khuni,-2.6642291925215447e-06
khurana,-2.6642291925215447e-06
khurapat,-2.6642291925215447e-06
khurapati,-2.6642291925215447e-06
khus,-1.3321145962607725e-05
khusboo,-2.6642291925215447e-06
khusbu,-2.6642291925215447e-06
khush,-0.00014653260558868496
khushboo,-5.3284583850430894e-06
khushbu,-2.6642291925215447e-06
khushi,-8.525533416068943e-05
khushian,-2.6642291925215447e-06
khushiya,-1.0656916770086179e-05
khushiyan,-2.6642291925215447e-06
khushiyo,-1.0656916770086179e-05
khushiyon,-2.6642291925215447e-06
khushya,-2.6642291925215447e-06
khusi,-3.729920869530163e-05
khuskhabri,-2.6642291925215447e-06
khuskhbri,-2.6642291925215447e-06
khusur,-2.6642291925215447e-06
khutta,-2.6642291925215447e-06
khuuuuuuu,-5.3284583850430894e-06
khuwaar,-2.6642291925215447e-06
khuwab,-5.3284583850430894e-06
khuzliwal,-2.6642291925215447e-06
khwaaish,-2.6642291925215447e-06
khwab,-5.3284583850430894e-06
khwabo,-2.6642291925215447e-06
khwaish,-5.3284583850430894e-06
khwaishat,-2.6642291925215447e-06
khya,-5.3284583850430894e-06
khyal,-7.992687577564635e-06
khyl,-2.6642291925215447e-06
ki,-0.006063785642179036
kia,-0.00015718952235877114
kiaap,-2.6642291925215447e-06
kiay,-2.6642291925215447e-06
kiboro,-2.6642291925215447e-06
kicad,-2.6642291925215447e-06
kichad,-2.6642291925215447e-06
kichar,-2.6642291925215447e-06
kichte,-2.6642291925215447e-06
kick,-5.861304223547399e-05
kickback,-2.6642291925215447e-06
kicked,-2.6642291925215447e-06
kickers,-2.6642291925215447e-06
kickin,-2.6642291925215447e-06
kicking,-2.6642291925215447e-06
kid,-5.32845838504309e-05
kida,-7.992687577564635e-06
kidar,-1.0656916770086179e-05
kidd,-2.6642291925215447e-06
kidde,-2.6642291925215447e-06
kiddin,-2.6642291925215447e-06
kidding,-5.3284583850430894e-06
kider,-7.992687577564635e-06
kidha,-2.6642291925215447e-06
kidhar,-1.598537515512927e-05
kidher,-2.6642291925215447e-06
kidhr,-2.6642291925215447e-06
kidnap,-5.3284583850430894e-06
kidnapded,-2.6642291925215447e-06
kidney,-2.6642291925215447e-06
kidr,-2.6642291925215447e-06
kids,-4.795612546538781e-05
kidss,-2.6642291925215447e-06
kie,-7.992687577564635e-06
kifirst,-2.6642291925215447e-06
kigiye,-2.6642291925215447e-06
kii,-7.19341881980817e-05
kiiii,-2.6642291925215447e-06
kijea,-2.6642291925215447e-06
kijeeyai,-2.6642291925215447e-06
kijeyegaa,-2.6642291925215447e-06
kijie,-2.6642291925215447e-06
kijiya,-2.6642291925215447e-06
kijiye,-7.19341881980817e-05
kijiyega,-2.6642291925215447e-06
kijya,-2.6642291925215447e-06
kilas,-2.6642291925215447e-06
kilaste,-2.6642291925215447e-06
kilkenny,-2.6642291925215447e-06
kill,-2.1313833540172358e-05
killaf,-2.6642291925215447e-06
killed,-0.00011456185527842643
killeen,-2.6642291925215447e-06
killem,-2.6642291925215447e-06
killer,-1.0656916770086179e-05
killerinstinct,-2.6642291925215447e-06
killin,-2.6642291925215447e-06
killing,-7.992687577564635e-06
kimat,-5.3284583850430894e-06
kimmage,-2.6642291925215447e-06
kimmel,-1.3321145962607725e-05
kimti,-7.992687577564635e-06
kin,-5.3284583850430894e-06
kina,-2.6642291925215447e-06
kinara,-2.6642291925215447e-06
kind,-6.127727142799553e-05
kinda,-2.9306521117736996e-05
kindle,-1.3321145962607725e-05
kindlelena,-2.6642291925215447e-06
kindly,-1.3321145962607725e-05
kine,-5.3284583850430894e-06
king,-6.926995900556016e-05
kingdom,-7.992687577564635e-06
kingfisher,-2.6642291925215447e-06
kings,-1.3321145962607725e-05
kingston,-2.6642291925215447e-06
kini,-2.6642291925215447e-06
kinks,-2.6642291925215447e-06
kinra,-2.6642291925215447e-06
kinro,-2.6642291925215447e-06
kins,-2.6642291925215447e-06
kio,-2.6642291925215447e-06
kip,-2.6642291925215447e-06
kiram,-2.6642291925215447e-06
kiran,-0.00010923339689338334
kiranbedi,-1.0656916770086179e-05
kiranbediexpress,-2.6642291925215447e-06
kiranji,-2.6642291925215447e-06
kiraya,-1.0656916770086179e-05
kiraye,-2.6642291925215447e-06
kiren,-1.0656916770086179e-05
kirit,-5.3284583850430894e-06
kirn,-5.3284583850430894e-06
kirtan,-2.6642291925215447e-06
kis,-0.00012255454285599107
kisa,-2.6642291925215447e-06
kisaan,-7.992687577564635e-06
kisaano,-1.0656916770086179e-05
kisaans,-2.6642291925215447e-06
kisaka,-2.6642291925215447e-06
kisan,-2.1313833540172358e-05
kisano,-1.0656916770086179e-05
kise,-4.2627667080344715e-05
kisey,-5.3284583850430894e-06
kishan,-7.992687577564635e-06
kishi,-2.6642291925215447e-06
kisi,-0.000562152359622046
kisika,-2.6642291925215447e-06
kisike,-2.6642291925215447e-06
kisiki,-7.992687577564635e-06
kisiko,-2.1313833540172358e-05
kisine,-7.992687577564635e-06
kisis,-2.6642291925215447e-06
kisise,-2.6642291925215447e-06
kisk,-2.6642291925215447e-06
kiska,-1.8649604347650815e-05
kiske,-2.664229192521545e-05
kiski,-2.664229192521545e-05
kiskidilli,-0.00011456185527842643
kisko,-2.1313833540172358e-05
kiskoo,-2.6642291925215447e-06
kisliye,-2.6642291925215447e-06
kism,-2.6642291925215447e-06
kismat,-2.664229192521545e-05
kisne,-3.463497950278008e-05
kispe,-2.6642291925215447e-06
kiss,-5.861304223547399e-05
kissa,-2.6642291925215447e-06
kissano,-2.6642291925215447e-06
kisse,-2.1313833540172358e-05
kissed,-1.0656916770086179e-05
kisses,-2.6642291925215447e-06
kissi,-5.3284583850430894e-06
kissing,-2.1313833540172358e-05
kissise,-2.6642291925215447e-06
kit,-2.6642291925215447e-06
kita,-2.6642291925215447e-06
kitab,-7.992687577564635e-06
kitana,-2.6642291925215447e-06
kitchen,-5.3284583850430894e-06
kite,-2.6642291925215447e-06
kitee,-2.6642291925215447e-06
kitefastival,-2.6642291925215447e-06
kithe,-2.6642291925215447e-06
kiti,-2.6642291925215447e-06
kitiya,-2.6642291925215447e-06
kitna,-0.0001598537515512927
kitnaaa,-2.6642291925215447e-06
kitnakharap,-2.6642291925215447e-06
kitne,-0.00016518220993633578
kitni,-8.525533416068943e-05
kitno,-1.0656916770086179e-05
kitny,-2.6642291925215447e-06
kitta,-7.992687577564635e-06
kitte,-2.6642291925215447e-06
kitthe,-2.6642291925215447e-06
kitty,-2.6642291925215447e-06
kiu,-7.992687577564635e-06
kiuki,-2.6642291925215447e-06
kiwis,-2.6642291925215447e-06
kiy,-2.6642291925215447e-06
kiya,-0.0007619695490611618
kiye,-7.992687577564635e-05
kiyki,-2.6642291925215447e-06
kiynup,-2.6642291925215447e-06
kiyo,-1.3321145962607725e-05
kiyu,-1.3321145962607725e-05
kiz,-2.6642291925215447e-06
kj,-2.6642291925215447e-06
kk,-2.6642291925215447e-06
kke,-2.6642291925215447e-06
kkia,-2.6642291925215447e-06
kkk,-2.6642291925215447e-06
kl,-2.9306521117736996e-05
klass,-2.6642291925215447e-06
klia,-2.6642291925215447e-06
klitschko,-2.1313833540172358e-05
klneq,-2.6642291925215447e-06
kloi,-2.6642291925215447e-06
km,-6.127727142799553e-05
kma,-2.6642291925215447e-06
kmaaal,-2.6642291925215447e-06
kmaal,-5.3284583850430894e-06
kmal,-2.6642291925215447e-06
kmayegi,-2.6642291925215447e-06
kmc,-2.6642291925215447e-06
kmina,-2.6642291925215447e-06
kmlan,-2.6642291925215447e-06
kmlesh,-2.6642291925215447e-06
kmmi,-2.6642291925215447e-06
kmmm,-2.6642291925215447e-06
kmo,-2.6642291925215447e-06
kmph,-2.6642291925215447e-06
kms,-2.6642291925215447e-06
kn,-7.992687577564635e-06
knd,-7.992687577564635e-06
knee,-1.0656916770086179e-05
knees,-2.6642291925215447e-06
knew,-3.729920869530163e-05
knha,-5.3284583850430894e-06
knick,-2.6642291925215447e-06
knicks,-0.0001305472304335557
knicksnation,-2.6642291925215447e-06
knickstape,-2.6642291925215447e-06
knit,-2.6642291925215447e-06
kniteforce,-2.6642291925215447e-06
knjr,-2.6642291925215447e-06
knock,-2.3978062732693904e-05
know,-0.0005008750881940505
knowg,-2.6642291925215447e-06
knowing,-1.8649604347650815e-05
knowledge,-1.598537515512927e-05
known,-3.197075031025854e-05
knows,-2.9306521117736996e-05
knsa,-5.3284583850430894e-06
knuckleheads,-2.6642291925215447e-06
knutsfordlitfest,-2.6642291925215447e-06
knw,-6.926995900556016e-05
ko,-0.0042601024788419505
koala,-2.6642291925215447e-06
kobe,-5.3284583850430894e-06
kobra,-2.6642291925215447e-06
koch,-7.992687577564635e-06
kock,-2.6642291925215447e-06
koe,-3.729920869530163e-05
kofte,-2.6642291925215447e-06
koh,-5.3284583850430894e-06
kohare,-2.6642291925215447e-06
kohi,-2.6642291925215447e-06
kohinoor,-7.992687577564635e-06
kohli,-8.791956335321099e-05
kohra,-2.6642291925215447e-06
koi,-0.0015585740776251037
koibi,-2.6642291925215447e-06
koii,-2.6642291925215447e-06
koile,-2.6642291925215447e-06
koina,-2.6642291925215447e-06
koirala,-2.6642291925215447e-06
kojju,-2.6642291925215447e-06
kojjurag,-2.6642291925215447e-06
kojjutosh,-2.6642291925215447e-06
kokaise,-2.6642291925215447e-06
kol,-2.6642291925215447e-06
kolavary,-2.6642291925215447e-06
kolaveri,-2.6642291925215447e-06
kolkata,-2.3978062732693904e-05
kolkatame,-2.6642291925215447e-06
komal,-1.0656916770086179e-05
komalinsaa,-2.6642291925215447e-06
komalinsaan,-2.6642291925215447e-06
komarampuli,-2.6642291925215447e-06
kon,-0.00016784643912885733
konami,-7.992687577564635e-06
konark,-2.6642291925215447e-06
kone,-2.6642291925215447e-06
kong,-2.3978062732693904e-05
kongres,-2.6642291925215447e-06
koni,-2.6642291925215447e-06
konpedtavu,-2.6642291925215447e-06
konsa,-1.0656916770086179e-05
konse,-1.0656916770086179e-05
konsi,-1.3321145962607725e-05
koo,-5.3284583850430894e-06
koodte,-2.6642291925215447e-06
kool,-2.6642291925215447e-06
koot,-2.6642291925215447e-06
kopparberg,-2.6642291925215447e-06
kor,-2.6642291925215447e-06
koran,-2.6642291925215447e-06
koranexposed,-2.6642291925215447e-06
korchen,-2.6642291925215447e-06
kordun,-2.6642291925215447e-06
korea,-1.3321145962607725e-05
korean,-2.6642291925215447e-06
korenge,-2.6642291925215447e-06
korengi,-2.6642291925215447e-06
kori,-2.6642291925215447e-06
koro,-7.992687577564635e-06
korogi,-5.3284583850430894e-06
kos,-2.6642291925215447e-06
kosam,-2.6642291925215447e-06
koscheck,-2.6642291925215447e-06
kosega,-2.6642291925215447e-06
koshish,-4.795612546538781e-05
kosis,-1.598537515512927e-05
kossis,-2.6642291925215447e-06
kota,-2.6642291925215447e-06
kotha,-2.6642291925215447e-06
koti,-5.3284583850430894e-06
kotta,-1.0656916770086179e-05
koty,-2.6642291925215447e-06
koun,-1.8649604347650815e-05
kounse,-2.6642291925215447e-06
koy,-1.3321145962607725e-05
koye,-7.992687577564635e-06
koyee,-2.6642291925215447e-06
koyi,-1.598537515512927e-05
kp,-7.992687577564635e-06
kpda,-5.3284583850430894e-06
kpmgbudget,-2.6642291925215447e-06
kpop,-5.3284583850430894e-06
kpoptv,-2.6642291925215447e-06
kr,-0.00094846559253767
kra,-3.996343788782317e-05
kraa,-2.6642291925215447e-06
kraaa,-2.6642291925215447e-06
krab,-2.6642291925215447e-06
krad,-2.6642291925215447e-06
krah,-2.6642291925215447e-06
krain,-2.6642291925215447e-06
krana,-5.3284583850430894e-06
krane,-7.992687577564635e-06
kranti,-7.992687577564635e-06
krantikari,-1.0656916770086179e-05
krash,-2.6642291925215447e-06
kraunga,-2.6642291925215447e-06
krayie,-2.6642291925215447e-06
krbana,-5.3284583850430894e-06
krch,-2.6642291925215447e-06
krda,-5.3284583850430894e-06
krde,-1.3321145962607725e-05
krdega,-5.3284583850430894e-06
krdejia,-2.6642291925215447e-06
krdete,-2.6642291925215447e-06
krdi,-7.992687577564635e-06
krdia,-2.6642291925215447e-06
krdo,-2.3978062732693904e-05
krdunga,-2.6642291925215447e-06
kre,-8.791956335321099e-05
kreckman,-2.6642291925215447e-06
kree,-1.3321145962607725e-05
kreeb,-2.6642291925215447e-06
kreena,-2.6642291925215447e-06
krega,-3.729920869530163e-05
krege,-1.3321145962607725e-05
kregi,-1.8649604347650815e-05
krein,-2.6642291925215447e-06
kren,-1.0656916770086179e-05
krenge,-3.463497950278008e-05
krengy,-2.6642291925215447e-06
krenhe,-2.6642291925215447e-06
krhe,-2.6642291925215447e-06
kri,-7.992687577564635e-06
krio,-2.6642291925215447e-06
kripa,-2.3978062732693904e-05
kripaya,-7.992687577564635e-06
kripya,-1.0656916770086179e-05
kripyaa,-5.3284583850430894e-06
krish,-2.6642291925215447e-06
krishi,-2.6642291925215447e-06
krishna,-2.9306521117736996e-05
krishnanagar,-2.6642291925215447e-06
krishnathanks,-2.6642291925215447e-06
krishu,-2.6642291925215447e-06
kritika,-2.6642291925215447e-06
kriya,-2.6642291925215447e-06
kriye,-5.3284583850430894e-06
kriyo,-2.6642291925215447e-06
kriyu,-5.3284583850430894e-06
krk,-5.3284583850430894e-06
krke,-3.463497950278008e-05
krkey,-2.6642291925215447e-06
krkr,-2.6642291925215447e-06
krle,-1.598537515512927e-05
krlo,-2.664229192521545e-05
krna,-0.00022379525217180977
krnay,-2.6642291925215447e-06
krne,-0.00022645948136433132
krney,-5.3284583850430894e-06
krnge,-5.3284583850430894e-06
krni,-4.2627667080344715e-05
kro,-0.00023978062732693902
kroeger,-2.6642291925215447e-06
kroga,-2.6642291925215447e-06
kroge,-3.463497950278008e-05
kroger,-2.6642291925215447e-06
krogge,-2.6642291925215447e-06
kroo,-2.6642291925215447e-06
kroooooo,-2.6642291925215447e-06
krr,-1.3321145962607725e-05
krre,-5.3284583850430894e-06
krri,-2.6642291925215447e-06
krrrr,-2.6642291925215447e-06
krsazfquhc,-2.6642291925215447e-06
krta,-0.00018916027266902967
krtae,-5.3284583850430894e-06
krtay,-5.3284583850430894e-06
krte,-0.00023978062732693902
krtee,-2.6642291925215447e-06
krtey,-1.0656916770086179e-05
krti,-0.00011989031366346951
krtiti,-2.6642291925215447e-06
krtte,-2.6642291925215447e-06
krty,-7.992687577564635e-06
kru,-3.996343788782317e-05
kruga,-1.0656916770086179e-05
krun,-7.992687577564635e-06
krunga,-7.992687577564635e-06
krungi,-5.3284583850430894e-06
kruti,-2.6642291925215447e-06
krva,-2.6642291925215447e-06
krvaega,-2.6642291925215447e-06
krvaya,-2.6642291925215447e-06
krwa,-5.3284583850430894e-06
krwadi,-2.6642291925215447e-06
krwana,-2.6642291925215447e-06
krwane,-2.6642291925215447e-06
krwao,-2.6642291925215447e-06
krwaoge,-2.6642291925215447e-06
krwaogyy,-2.6642291925215447e-06
krwate,-2.6642291925215447e-06
krwayega,-2.6642291925215447e-06
krwayga,-2.6642291925215447e-06
ks,-2.6642291925215447e-06
kse,-1.0656916770086179e-05
ksee,-2.6642291925215447e-06
ksey,-2.6642291925215447e-06
ksh,-2.6642291925215447e-06
